season,week,gameday,home_team,away_team,game_id,home_ml,away_ml,home_prob,away_prob,home_prob_raw,away_prob_raw,home_field,home_rest_days,away_rest_days,home_travel_miles,away_travel_miles,home_prob_model,away_prob_model,home_kelly_5pct,away_kelly_5pct
2025,12,2025-11-23,CIN,NE,2025_12_NE_CIN,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,12,2025-11-23,DAL,PHI,2025_12_PHI_DAL,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,12,2025-11-23,DET,NYG,2025_12_NYG_DET,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,12,2025-11-23,GB,MIN,2025_12_MIN_GB,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,12,2025-11-23,KC,IND,2025_12_IND_KC,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,12,2025-11-23,LAR,TB,2025_12_TB_LA,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,12,2025-11-23,LV,CLE,2025_12_CLE_LV,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,12,2025-11-23,NO,ATL,2025_12_ATL_NO,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,12,2025-11-23,TEN,SEA,2025_12_SEA_TEN,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,12,2025-11-24,SF,CAR,2025_12_CAR_SF,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,13,2025-11-27,BAL,CIN,2025_13_CIN_BAL,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,13,2025-11-27,DAL,KC,2025_13_KC_DAL,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,13,2025-11-27,DET,GB,2025_13_GB_DET,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,13,2025-11-28,PHI,CHI,2025_13_CHI_PHI,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,13,2025-11-30,CAR,LAR,2025_13_LA_CAR,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,13,2025-11-30,CLE,SF,2025_13_SF_CLE,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
2025,13,2025-11-30,IND,HOU,2025_13_HOU_IND,,,,,,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0
